Unnamed: 0,individual,alias
3825,"van phong, dau tu, o, kinh doanh",
3826,"cho thue, dich vu",
3835,"nha hang, cho thue, kinh doanh",
3836,"lam van phong, cho thue, lam vp, kinh doanh",
3842,"mo truong, van phong, xay nha",
3872,"o, mo showroom, khach san, kinh doanh",
3881,"mo phong kham, kinh doanh, o, cho thue, phong mach",
3882,"phong kham, van phong, spa, ngan hang, nha thuoc, cua hang, quan an, kinh doanh",
3883,"phong kham, van phong, spa, ngan hang, nha thuoc, cua hang, quan an, o, kinh doanh",
3888,karaoke,
3890,"van phong, dau tu, lam van phong, dich vu, o, kinh doanh",
3891,"spa, van phong, o, trung tam dao tao",
3901,"dau tu, o, homestay",
3907,"dau tu, nha hang, khach san, can ho",
3910,"khach san, xay can ho dich vu, nail, o, kinh doanh",
3912,"lam nha hang, khach san, villa biet thu",
3915,"cho thue, biet thu",
3918,"can ho dich vu, kho, xay biet thu",
3920,"mo truong, nghi duong, truong hoc, dau tu",
3950,"kho xuong, kinh doanh",
3958,"cho thue, sieu thi, thoi trang, my pham, spa, buon ban, nha hang, cafe, dau tu, o, kinh doanh",
3961,"dich vu, o, kinh doanh",
3969,"kd, khach san, cho thue, lam van phong",
3998,"cafe, lam vp",
4019,"lam cong ty, van phong, tru so cong ty, xay dung cao oc, o, kinh doanh",
4020,"xay van phong, can ho dich vu, thue, can ho",
4032,"o, nghi duong, cho thue, kinh doanh",
4036,"cong ty, nha hang, cho thue, kinh doanh",
4039,"van phong, biet thu, lam van phong, o, kinh doanh",
4043,"nghi duong, xay nha",
4050,"cho thue, dau tu, o, dich vu an uong",
4054,"spa, o, shop, kinh doanh",
4059,"xay o, dau tu, o",
4074,"xay dung, cho thue, kinh doanh",
4075,"o, can ho dich vu, thue",
4108,"cong ty, van phong",
4109,"sinh song, kinh doanh spa, kinh doanh",
4117,"van phong, my pham, ngan hang, spa",
4121,cafe,
4138,"cong ty, van phong, dinh cu",
4143,"cho thue, cua hang, kinh doanh",
4155,"lam cong ty, kinh doanh",
4158,xay khach san,
4160,"van phong, xay nha, cho thue, mo cong ty, kinh doanh",
4162,"phong kham, van phong, spa, nha thuoc, cua hang, quan an, o, kinh doanh",
4166,"nha xuong, xay dung, lam vp, san xuat",
4178,"kd, lam vpct, kinh doanh, xay moi, dau tu",
4181,"cho thue, chdv",
4187,"buon ban, dau tu, cho thue",
4192,"mo truong, xay biet thu",
4206,"phong kham, van phong, spa, cua hang, kinh doanh",
4209,"spa, phong kham, van phong, kinh doanh",
4230,"van phong, spa, cong ty, o, cho thue, kinh doanh",
4243,"dau tu, xay building",
4257,"buon ban, shop thoi trang, kinh doanh khach san, tham my, o, kinh doanh online",
4285,"o, nail, cho thue, kinh doanh online",
4289,"nha nghi, van phong, khach san, kinh doanh",
4296,"xay dung, o, kinh doanh",
4299,"xay tro, dau tu, mo tiem",
4325,"mo truong, truong hoc",
4326,"xay van phong, cho thue, spa, kinh doanh",
4329,"nha hang, nghi duong",
4331,"cho thue, dau tu, o, thue",
4336,can ho,
4338,"kinh doanh, kinh doanh online",
4341,"nghi duong, homestay",
4342,"khach san, xay building",
4345,"truong hoc quoc te, dau tu, dinh cu, homestay",
4346,"van phong, khach san, can ho, cao oc, xay dung building",
4349,"o, dich vu an uong",
4364,"showroom, dich vu, kinh doanh",
4375,"xay cao oc, xay building, o, cho thue, kinh doanh",
4376,"dau tu, cho thue, kinh doanh",
4378,"mo van phong, toa nha van phong",
4382,"dich vu an uong, kinh doanh",
4384,"van phong, cho thue, can ho dich vu",
4389,"dau tu, trung tam thuong mai, chdv",
4395,"cho thue, dau tu, an uong, o",
4408,"dinh cu, cong ty, toa nha van phong, kinh doanh, o, cho thue, homestay",
4420,"biet thu, khach san, homestay",
4429,"cho thue, sinh song",
4436,"cafe, nail, ngan hang thue, quan an, tiem toc, o, kinh doanh",
4439,"coffee, buon ban, xay nha tro, cho thue, kinh doanh",
4449,"dau tu, xay nha, nghi duong",
4479,"xay khach san, can ho, chdv",
4486,"cong ty, kinh doanh",
4489,"dau tu, kinh doanh, chdv",
4494,"van phong, dinh cu, cho thue, kinh doanh",
4496,"kd nha hang, dau tu, o",
4499,"dau tu, cho thue, o",
4501,"cong ty, lam van phong, o, ban hang online, cho thue, kinh doanh",
4504,"an uong, dich vu",
4515,"dau tu, dinh cu, dich vu an uong, kinh doanh",
4522,"nghi duong, nha hang, dau tu, quan an, homestay",
4527,"mo van phong, spa, salon, cho thue, kinh doanh",
4537,"lam vp, kinh doanh",
4538,"ngan hang thue, kinh doanh",
4541,"lam cong ty, van phong, cho thue, o, kinh doanh",
4551,"nha hang, kinh doanh, o, xay dung khach san, homestay",
4559,"tham my vien, nha nghi, ngan hang, nha hang, kinh doanh",
4560,"cong ty, tham my, lam van phong",
4580,cua hang,
4610,"dau tu, tru so cong ty, kinh doanh",
4618,"kinh doanh online, van phong, kinh doanh",
4625,"van phong, spa, tap hoa, kinh doanh, o, tiem thuoc",
4631,"homestay, khach san, kinh doanh",
4648,"coffee, o",
4651,"cho thue, mo van phong cty, o",
4660,"nghi duong, o, homestay",
4663,"quan an, o, kinh doanh",
4666,"khach san, spa, cafe, toa nha van phong, kinh doanh",
4693,"trung bay san pham, o, kinh doanh",
4716,"can ho dich vu, khach san, spa, kinh doanh khach san, kinh doanh",
4718,"nghi duong, dau tu, o",
4722,"spa, nha hang, kinh doanh",
4723,"khach san, homestay",
4731,"sieu thi, spa, truong hoc, nha hang, kinh doanh",
4733,"o, can ho, kinh doanh",
4743,"quan an, nghi duong",
4751,"lam nha hang, dau tu, homestay, lam khach san",
4761,"cua hang dien thoai, cho thue, sieu thi, kinh doanh",
4774,"ks, o, lam vp, lam chdv",
4777,"nghi duong, dau tu, xay nha, dich vu an uong",
4796,"kinh doanh khach san, nha hang",
4797,"xay tro, cho thue, lam an, kinh doanh",
4817,"dau tu, dinh cu, cho thue, kinh doanh",
4835,"cho thue, lam vp",
4839,"buon ban, xay o, kinh doanh, dich vu",
4846,"cho thue, san xuat, lam kho",
4853,"nha xuong, dau tu, nghi duong",
4855,"xay dung, khach san, san xuat",
4857,lam cong ty,
4861,"van phong, cho thue, lam van phong, o, kinh doanh",
4869,"xay o, dau tu, kinh doanh",
4873,"xay tro, nha tro, o, cho thue, kinh doanh",
4879,"xay tro, dau tu, cho thue, kinh doanh",
4882,"homestay, nha hang, kinh doanh",
4884,"xay dung cao oc, dau tu, kinh doanh",
4902,"truong hoc, dau tu, o, kinh doanh",
4908,"dinh cu, cho thue, kinh doanh",
4919,"xay dung cao oc, nghi duong",
4920,"o, kinh doanh spa, kinh doanh",
4928,"xay tro, nha khoa, dau tu, cho thue, kinh doanh",
4933,"khach san, spa, nha hang, dau tu, kinh doanh",
4935,"xay can ho dich vu, khach san, kinh doanh",
4937,"o, lam vp",
4939,"villa biet thu, trung tam dao tao",
4946,"xay tro, dau tu, nha xuong, cho thue, kinh doanh",
4949,"cho thue, o, spa",
4962,"dau tu, xay biet thu",
4985,"khach san, villa biet thu, kinh doanh",
4993,"nha hang, o, khach san, toa nha",
5000,"trung tam thuong mai, lam van phong, kinh doanh, xay building",
5010,"can ho dich vu, dau tu, sieu thi",
5014,"buon ban, van phong",
5024,"o, xay nha tro",
5032,"van phong, spa, mo vp, mo phong kham, o, kinh doanh",
5043,"dau tu, xay nha tro, cua hang",
5044,"o, trung tam ngoai ngu",
5046,"dau tu, khach san",
5055,"van phong, dich vu an uong",
5056,"mo van phong, kinh doanh",
5063,xay van phong,
5067,"dau tu, nha tro, lam vp",
5071,"dau tu, o, chdv, sieu thi",
5075,"o, kinh doanh spa",
5083,"mo truong, biet thu, cho thue, kinh doanh",
5085,"spa, lam van phong, kinh doanh, o, trung tam dao tao",
5091,"tap hoa, ca phe, kinh doanh",
5105,nha xuong,
5125,"xay tro, cho thue, phong tro, kho, dau tu, o, kinh doanh",
5138,"xay tro, dau tu, o, cho thue, kinh doanh",
5150,"dau tu, shop, nghi duong",
5151,"can ho dich vu, khach san",
5155,"bar, khach san, kinh doanh",
5159,"online, kinh doanh",
5160,"truong hoc, dau tu",
5162,"van phong, quan an, xay nha, kinh doanh",
5168,"khach san, nha hang, cafe, salon, cho thue, kinh doanh",
5176,"mo truong, nha hang, kho, o",
5178,"nghi duong, dau tu, xay nha",
5205,"xay tro, dau tu",
5207,"buon ban, nghi duong, xay biet thu, kinh doanh",
5211,"van phong, xay biet thu",
5215,"buon ban, dau tu, mo van phong, kinh doanh",
5221,"tham my vien, spa, cty, mo showroom, vp, kinh doanh",
5225,"spa, o, lam van phong, kinh doanh",
5245,", spa, nha hang, cafe, quan an, kinh doanh",
5253,"dau tu, xay dung, sinh song, nghi duong",
5257,"o, xay nha",
5262,"nghi duong, dau tu, sinh song, kinh doanh",
5273,"cho thue, xay nha, biet thu",
5276,"dau tu, nghi duong, homestay",
5278,"xay dung building, o, chdv, biet thu",
5283,"cho thue, chdv, kinh doanh",
5285,"dau tu, kinh doanh, biet thu",
5305,"cho thue, lam van phong, kinh doanh",
5312,"spa, quan cafe, lam van phong, kinh doanh",
5313,"mo cty, karaoke, o, cho thue, kinh doanh",
5319,"coffee, o, lam van phong",
5334,"cao oc, xay cao oc, cho thue, xay building",
5335,"nha khoa, van phong",
5347,"xay can ho dich vu, xay biet thu, dau tu, lam van phong, o, cho thue",
5351,"dau tu, vp",
5360,"nha hang, xay dung, lam van phong, spa",
5363,"cao oc, phong kham, cho thue, lam van phong",
5364,"lam vpcty, cho thue, kinh doanh",
5371,"o, cho thue, thue",
5380,"phong kham, vp cty, o, kinh doanh",
5408,"kinh doanh online, van phong, spa lam dep, kinh doanh",
5410,truong hoc quoc te,
5413,"mo shop, cong ty, cho thue, kinh doanh",
5425,"karaoke, o, kinh doanh",
5441,"biet thu, dau tu, homestay",
5448,"lam nha hang, dau tu",
5483,"xay dung cao oc, van phong, o, cho thue",
5485,"thoi trang, toa nha, kd, o, spa lam dep, vp",
5492,"showroom, kinh doanh khach san, o, kinh doanh",
5500,"xay tro, lam van phong, kinh doanh",
5502,"an uong, mua ban",
5524,"truong hoc, xay nha",
5532,"can ho, trung tam thuong mai, o, cho thue, trung tam dao tao",
5537,"nghi duong, cho thue, kinh doanh",
5543,"van phong, vp",
5551,"dau tu, lam van phong",
5555,"van phong, trung tam thuong mai",
5566,"xay biet thu, kinh doanh",
5581,"xay dung, lam vp, tiem toc, kinh doanh",
5582,"van phong, nha hang, dinh cu, dau tu, o, vp, kinh doanh",
5589,"nghi duong, xay nha, homestay",
5598,"phong kham, lam vp, spa, cty, nha hang, cafe, quan an, o",
5600,"o, in theu, mo phong mach",
5611,"kd, tap hoa",
5629,"nha hang, lam van phong",
5652,"dau tu, o, nghi duong",
5659,"xay can ho dich vu, building van phong",
5662,"sieu thi, biet thu, xay building, vpct, kinh doanh",
5666,"nha nghi, cho thue, phong kham, cong ty, lam van phong, xay o, o, kinh doanh",
5672,"cho thue, o, mo cong ty",
5673,"dau tu, dinh cu, kinh doanh",
5692,"xay lai, quan an, nghi duong",
5698,truong hoc,
5703,"spa, ngan hang, dau tu, lam van phong, cho thue",
5711,"van phong, cho thue, sinh song, van phong dai dien, lam van phong, o",
5713,"cho thue, dau tu, toa nha van phong, lam van phong, o",
5720,"dau tu, lam van phong, ngan hang, spa",
5725,"kinh doanh khach san, can ho",
5738,"xay khach san, can ho dich vu, biet thu",
5749,"phong kham, spa, nha tre, lam van phong, kinh doanh",
5751,"can ho dich vu, toa nha van phong, biet thu",
5754,"cho thue, kho, o, kinh doanh",
5762,"xay van phong, ",
5765,cua hang dien thoai,
5771,"can ho dich vu, cho thue, shop, o, kinh doanh spa, kinh doanh",
5772,dich vu,
5782,"kho xuong, cho thue, o, kinh doanh",
5793,"phong kham, lam vp, spa, cty, o, kinh doanh",
5798,"dich vu, dau tu, o, kinh doanh",
5801,"nha hang, xay dung, cho thue, khach san",
5809,"san xuat, o, xay dung, cho thue, kinh doanh",
5817,"cho thue, lam vp, kinh doanh",
5820,"dau tu, o, lam van phong",
5826,"spa, buon ban, cho thue, kinh doanh",
5840,"lam spa, phong kham, cho thue, kinh doanh",
5844,"o, dau tu, cho thue, thue",
5860,"cho thue, xay biet thu",
5872,"kinh doanh khach san, dau tu, dinh cu, homestay",
5875,"nghi duong, biet thu",
5887,"van phong, can ho, spa, lam khach san, nha hang",
5895,"cho thue, o, lam kho, kinh doanh",
5918,"xay can ho dich vu, o, kinh doanh",
5919,"vphong, can ho dich vu",
5921,"xay tro, tru so cong ty, xay nha",
5923,"cao oc, cho thue, chdv, kinh doanh",
5929,"dau tu, shop thoi trang",
5938,"cho thue, biet thu, cty, chdv, vp, o",
5954,"o, cho thue, kinh doanh, van phong",
5970,"cty, vp, mua ban",
5975,lam an,
5981,"sieu thi, cho thue, van phong, spa, ban hang online, o, kinh doanh cafe, kinh doanh",
5983,"van phong, can ho dich vu, dau tu, o, cho thue",
5993,"tham my vien, nha nghi, mo van phong, nha hang, ngan hang, showroom",
6003,"dinh cu, sinh song",
6011,"lam van phong, kinh doanh",
6023,"karaoke, khach san, ngan hang, nha hang, cho thue",
6025,"van phong, khach san, can ho, toa nha, homestay, cho thue, kinh doanh",
6026,", van phong, tap hoa, online, dau tu, kinh doanh, nha thuoc tay",
6039,"cho thue, can ho, kinh doanh",
6050,"khach san, o, xay toa nha",
6058,"khach san, can ho, kinh doanh",
6073,"van phong, mo spa, cong ty, o, shop online",
6077,"van phong, mo cty, spa, kd, o",
6079,"van phong, dau tu, xay biet thu, kinh doanh",
6082,"kd, kinh doanh",
6083,"dich vu, thue, kinh doanh",
6084,"mo van phong, o, spa",
6086,"dau tu, nha hang, lam vp",
6088,"van phong, thue, xay toa nha, kinh doanh",
6094,"van phong, cho thue, o, kinh doanh",
6095,"cho thue, cafe, toa nha, o, kinh doanh",
6111,"dau tu, nha hang, xay nha, kinh doanh",
6119,"phong kham, spa, mo vpct, lam van phong, o, cho thue, kinh doanh",
6123,"dau tu, can ho",
6148,"lam nha hang, van phong, spa, buon ban, cafe, shop, kinh doanh",
6151,"xay o, o, kinh doanh",
6187,"cho thue, spa",
6204,"tap hoa, o",
6209,"dich vu, cho thue, cua hang, kinh doanh",
6231,"spa, lam van phong, o, cho thue, kinh doanh",
6234,"cho thue, vp cong ty, o, thue",
6240,"xay tro, kinh doanh online, dau tu, xay nha, kinh doanh",
6242,"xay tro, xay nha, spa lam dep, kinh doanh",
6251,"phong kham, van phong, spa, nha thuoc, cua hang, kinh doanh",
6262,"nghi duong, dau tu, dich vu an uong, o, homestay",
6264,"dich vu, o, trung tam thuong mai, chdv",
6277,"quan an, o, lam van phong",
6299,"xay dung, cho thue, chua hang",
6300,"xay dung, kho chua hang",
6301,"san xuat, kinh doanh",
6304,"xay khach san, nha nghi, o",
6308,"nha xuong, nha tro",
6313,"phong kham, ban hang online",
6317,"nha khoa, van phong, thoi trang, showroom, kinh doanh, o, phong mach",
6318,"my pham, spa, tra sua, trung bay san pham, kinh doanh",
6326,"phong kham, van phong, cua hang, spa",
6331,"nghi duong, nha tro",
6332,"phong kham, spa, lam van phong, o, cho thue, kinh doanh",
6340,"o, dau tu, thue",
6348,"cho thue, spa, kinh doanh, o, homestay",
6360,"nghi duong, shop thoi trang, dich vu",
6367,"dau tu, xay o",
6398,"buon ban, dau tu",
6431,"dau tu, cong ty chuyen phat nhanh, toa nha van phong, kinh doanh",
6467,"mo van phong, spa, mua ban, dich vu an uong, kinh doanh",
6474,"xay tro, xay dung, cho thue",
6477,"phong kham, van phong, kinh doanh",
6478,"cho thue, o, mo van phong cty, kinh doanh",
6483,"nha khoa, nghi duong, khach san, dinh cu, dich vu an uong, kinh doanh",
6484,"khach san, spa, nha hang, cho thue, kinh doanh",
6491,"tham my vien, phong kham, van phong",
6500,"nha khoa, nha hang, kinh doanh khach san, trung tam dao tao, kinh doanh",
6509,", cho thue, o",
6523,"cho thue, mo cong ty, thue, kinh doanh",
6536,"sinh song, kinh doanh",
6544,"buon ban, mo van phong cty, xay biet thu",
6548,"o, khach san",
6550,"cho thue, khach san",
6554,"van phong, lop hoc, dau tu, spa",
6564,"xay nha tro, dau tu, xay dung, o",
6569,"spa, cafe, nha thuoc, lam van phong, o, kinh doanh",
6585,"nha thuoc, kinh doanh khach san, dich vu, cho thue, kinh doanh",
6587,"phong kham, khach san, spa, biet thu, nha hang, cty, dau tu, o",
6596,"xay dung cao oc, o, lam van phong, kinh doanh",
6605,"cho thue, xay phong tro",
6609,"cho thue, xay cao oc, xay building, o, kinh doanh",
6628,"van phong, dich vu",
6634,"nghi duong, dau tu, homestay",
6636,"o, sinh song, kinh doanh",
6649,"cho thue, mo van phong, o",
6650,"quan an, dau tu",
6668,"o, bar, kho xuong",
6698,"nha nghi, quan an, dau tu, lam van phong, xay nha, cho thue",
6706,"xay khach san, cong ty",
6716,"buon ban, karaoke, cua hang",
6728,"tham my vien, khach san, cong ty, lam showroom, chdv",
6729,"can ho dich vu, lam van phong, spa",
6731,"khach san, biet thu, xay building, chdv, cho thue",
6734,"kinh doanh khach san, dau tu, cho thue, kinh doanh",
6737,"tap hoa, cafe, o, mua ban",
6738,"cho thue, o, khach san, kinh doanh",
6739,"nha hang, kinh doanh",
6742,"kinh doanh khach san, kinh doanh",
6766,"building van phong, dau tu, kinh doanh, o, kinh doanh online",
6771,"dau tu, o, kinh doanh online",
6774,"nha nghi, dich vu an uong",
6775,"mo van phong, sinh song, cong ty, lam van phong, kinh doanh",
6788,"dau tu, cho thue, dich vu an uong, kinh doanh",
6797,"cho thue, xay cao oc, khach san, spa, dau tu, cong ty chuyen phat nhanh, vp, kinh doanh",
6799,kd,
6806,mua ban,
6815,"cong ty, cho thue",
6819,"dau tu, sinh song, kinh doanh",
6820,"cao oc, xay dung",
6824,"phong kham, lam cong ty, van phong, spa, ngan hang, kinh doanh",
6856,"xay nha tro, tru so cong ty, kinh doanh",
6872,"xay dung cao oc, dau tu, mo van phong, o",
6873,"xay tro, dau tu, biet thu",
6875,"xay tro, cho thue, o",
6880,"cho thue, nghi duong, dau tu, dich vu an uong, o, kinh doanh",
6884,"cho thue, an uong, o, mua ban",
6886,"xay dung cao oc, thue, kinh doanh",
6887,"cho thue, o, can ho, tham my",
6889,"can ho, kinh doanh, biet thu",
6896,"nha nghi, nha hang, khach san",
6905,"khach san, can ho, lam van phong, xay o, thue",
6907,"dau tu, o, xay nha, kinh doanh",
6908,"nghi duong, khach san, nha hang, homestay, kinh doanh",
6925,"van phong, can ho dich vu, cafe, xay biet thu, lam spa, shop, cao oc",
6937,"phong kham, salon, tham my, o, cho thue, kinh doanh spa",
6939,"spa, mo shop, cong ty, tham my, cho thue, kinh doanh",
6955,"xay can ho dich vu, dau tu",
6956,"kinh doanh khach san, cho thue, kinh doanh",
6958,"nha nghi, cafe, cong ty, dich vu an uong, kinh doanh",
6966,"o, shop, kinh doanh",
6997,"lam cong ty, dau tu, o, kinh doanh",
7002,"lam xuong may, o, xay nha",
7003,"nha khoa, van phong, lam spa",
7004,"nha khoa, van phong, cho thue, spa, dau tu, o, kinh doanh",
7021,"nghi duong, cong ty chuyen phat nhanh",
7077,"van phong, cho thue, mo showroom",
7078,"quan an, dau tu, o",
7092,"van phong, quan an, o, kinh doanh",
7096,"van phong, dau tu, cho thue, kinh doanh",
7111,"mo van phong, cho thue",
7128,"khach san, showroom, o, cho thue, kinh doanh",
7171,"khach san, nha hang, kho xuong, nha tro, o, cho thue",
7173,"xay biet thu, villa biet thu",
7174,"nha tro, xay cao oc, khach san",
7176,"cho thue, mua ban, kinh doanh",
7184,"o, dau tu, thue, kinh doanh",
7210,"xay biet thu, dau tu, xay nha, o, kinh doanh",
7216,"xay biet thu, dau tu, mo quan, cho thue, kinh doanh",
7228,"xay khach san, nha nghi",
7230,"van phong, chdv",
7238,"xay khach san, nghi duong, dau tu, kinh doanh",
7241,"can ho dich vu, spa",
7245,"van phong, nha tro, lam vp",
7252,"khach san, kinh doanh, nha nghi, o, nha hang",
7255,"cong ty, o",
7271,"cho thue, shop",
7295,"kinh doanh, kho chua hang",
7297,"van phong, cho thue, can ho, tham my",
7302,"mo spa, dau tu, o, cao oc, cho thue, homestay",
7315,"dau tu, cho thue, dich vu an uong",
7321,"xay khach san, dau tu, kinh doanh, o, homestay",
7328,"lam khach san, van phong",
7332,"truong hoc, phong kham, cho thue, trung tam dao tao",
7333,"cho thue, xay o, tru so cong ty",
7336,"dau tu, xay cao oc, nha tro, dich vu an uong",
7368,"dau tu, trung tam thuong mai",
7371,"dau tu, cho thue, xay biet thu",
7385,"nghi duong, o, kinh doanh",
7389,"xay tro, dau tu, cho thue",
7405,"lam nha hang, cho thue, dau tu, dich vu, o",
7427,"khach san, o, xay toa nha, dich vu",
7430,"toa nha van phong, mo nha hang",
7460,"cho thue, mo nha hang, kinh doanh",
7464,"cong ty, san xuat",
7466,"nghi duong, trung tam thuong mai, o, cho thue, kinh doanh",
7484,"nha hang, kho xuong, nghi duong",
7485,"van phong, xay cao oc",
7490,"o, mo cong ty, kinh doanh",
7491,"kd, buon ban, o, kinh doanh",
7522,"xay tro, nha xuong",
7529,"sieu thi, xay biet thu, toa nha van phong, cho thue, kinh doanh",
7534,"mo truong, o",
7536,"thue, lam van phong",
7555,"dau tu, an uong, o, mua ban",
7566,"nha hang, cafe, xay o, kinh doanh",
7569,"tra sua, o",
7570,"khach san, lam van phong",
7586,"dau tu, xay biet thu, kinh doanh",
7588,"xay o, mo quan cafe, o, kinh doanh",
7593,"lam showroom, tru so cong ty",
7608,"karaoke, nha nghi, nha hang, kinh doanh",
7611,"cao oc, buon ban, cho thue",
7647,"biet thu, nghi duong, homestay",
7654,"cong ty, tham my, lam van phong, mat bang, kinh doanh",
7670,"xay van phong, cty, dau tu, xay nha",
7673,truong anh ngu,
7682,"cho thue, dich vu an uong, kinh doanh",
7685,"cho thue, o, dich vu an uong, kinh doanh",
7698,"nha hang, cafe, o",
7699,"nghi duong, khach san, nha hang, dau tu, o, vp",
7701,"nha hang, cafe, xay dung khach san",
7705,kinh doanh cafe,
7723,"khach san, xay dung van phong, xay building",
7736,"khach san, spa, nha hang, cafe, building van phong",
7742,"van phong, can ho, dich vu an uong",
7753,"o, spa, mo phong kham, cho thue, kinh doanh",
7777,"phong tro, nghi duong",
7779,"xay khach san, van phong, o",
7793,"cafe, nha tro, cho thue, xay nha",
7795,"o, chdv",
7796,"mo cua hang, kinh doanh",
7801,"buon ban, mo van phong, cho thue, kinh doanh",
7805,lam chdv,
7852,"kho, o, kinh doanh",
7882,"nghi duong, kho, xay dung, cua hang",
7883,"tap hoa, cho thue, san xuat",
7886,"kinh doanh khach san, o, thue, kinh doanh",
7888,"vphong, cong ty, kinh doanh spa, kinh doanh",
7894,"spa, phong mach, o, cho thue, mo cong ty, kinh doanh",
7900,"khach san, kinh doanh, cafe, cho thue, nha hang",
7909,"van phong, dau tu, coffee, can ho",
7914,"cong ty, cho thue, o, kinh doanh",
7915,"xay van phong, nha hang, showroom, khach san",
7916,"dau tu, cho thue, can ho dich vu",
7923,"cty, kinh doanh spa",
7931,"xay dung cao oc, cho thue, thue",
7954,"dau tu, nha hang, kinh doanh online",
7961,"nghi duong, o, tru so cong ty",
7965,"o, thue, lam van phong",
7976,"karaoke, kho, san xuat",
7978,"nha hang, dau tu, dich vu, homestay, kinh doanh",
7982,"lam xuong may, xuong may, mo quan, kho chua hang",
8012,"ngan hang, kinh doanh",
8014,"nha khoa, spa, nha hang, shop thoi trang, kinh doanh",
8023,"khach san, xay biet thu",
8029,"kinh doanh khach san, van phong, can ho dich vu",
8053,kho,
8064,"xay dung khach san, homestay",
8069,"o, cho thue, kinh doanh, toa nha",
8070,"showroom, , xay o, kinh doanh",
8071,"nha nghi, o, quan nhau, kinh doanh",
8074,", salon, spa, kinh doanh",
8092,"cho thue, mo van phong, o, kinh doanh",
8104,"cao oc, dich vu, kinh doanh",
8108,"dau tu, o, khach san, villa biet thu",
8109,"dau tu, xay nha, kinh doanh",
8118,"ngan hang thue, cho thue, kinh doanh",
8136,"lam van phong cty, o, kinh doanh",
8138,"spa, van phong",
8141,"tham my vien, phong kham, van phong, khach san, spa, cafe, kinh doanh khach san, dau tu, cho thue, kinh doanh",
8143,"shop thoi trang, o, lam chdv, kinh doanh",
8144,"cho thue, o, sinh song",
8164,"spa, o, vp, kinh doanh",
8183,"xay tro, cho thue, o, lam van phong",
8193,"van phong, can ho dich vu, biet thu, dau tu, kinh doanh",
8198,"nha hang, cafe, o, kinh doanh",
8218,"buon ban, mo cong ty, kinh doanh",
8220,", can ho dich vu, lam khach san, tiem thuoc tay, chdv, thue",
8223,"truong hoc, van phong, kho, o",
8229,"nha nghi, o, xay nha",
8232,"dau tu, dich vu",
8236,"o, cho thue, cong ty",
8244,"lam vpcty, o, kinh doanh",
8251,"o, xay nha tro, kinh doanh",
8262,"buon ban, xay tro, kinh doanh",
8265,"sieu thi, cho thue, nghi duong",
8267,"sieu thi, o, nghi duong",
8275,"mo van phong cty, khach san, kinh doanh",
8278,"dau tu, lam van phong, kinh doanh",
8284,"nha hang, o, khach san, kinh doanh",
8292,"sieu thi, spa, trung tam dao tao, lam van phong, lop hoc, cho thue, kinh doanh",
8294,"van phong, kho xuong, xay nha",
8302,"spa, ngan hang, xay khach san, lam van phong, chdv, o, kinh doanh",
8309,"nghi duong, in theu, homestay",
8320,"o, cho thue, chdv, xay building",
8325,"nghi duong, nha hang, tru so cong ty",
8332,"van phong, shop, kinh doanh, spa",
8333,"spa, cho thue, o, kinh doanh",
8334,"van phong, spa, shop, o, kinh doanh",
8336,"o, villa biet thu, chdv",
8337,"spa, vp cong ty, kinh doanh",
8341,"nghi duong, nha hang, dau tu, quan cafe, homestay",
8365,"nha hang, truong anh ngu",
8367,"trung tam anh ngu, sieu thi, cho thue, kinh doanh",
8382,"coffee, cho thue",
8387,"xay van phong, ngan hang, cho thue",
8392,"dau tu, cho thue, khach san, kinh doanh",
8398,"ca phe, khach san, kinh doanh",
8402,"phong kham, van phong, spa, o, kinh doanh spa, kinh doanh",
8408,"nha hang, khach san, can ho dich vu",
8413,"van phong, cafe, ban hang online, o, kinh doanh",
8417,"van phong, o, mo spa",
8420,", xay tro",
8424,"tham my vien, phong kham, my pham, cafe, cua hang, showroom, kinh doanh",
8425,"van phong, khach san, ngan hang, showroom, dau tu, trung tam dao tao, kinh doanh",
8426,"xay building, kinh doanh",
8433,"mo cong ty, kinh doanh",
8435,"nha nghi, van phong, kinh doanh",
8467,"o, dau tu, xay nha tro",
8474,", cho thue",
8501,"lam van phong, van phong, kho, mo cong ty",
8515,"nghi duong, cho thue, mo cong ty",
8528,"van phong, mo nha hang",
8530,"xay nha, kinh doanh, chdv",
8551,", dich vu, kinh doanh",
8572,"mo van phong, o, dich vu an uong, phong mach",
8577,"van phong, spa",
8587,"buon ban, an uong, o, kinh doanh cafe",
8607,"ngan hang thue, buon ban",
8615,"lam cong ty, cong ty, mo tiem, o, cho thue",
8620,"lam khach san, cho thue",
8621,"van phong, tru so cong ty, ngan hang",
8625,"quan an, dau tu, cho thue, can ho",
8628,"can ho, dau tu, xay nha",
8629,"xay van phong, ngan hang, lam spa, tham my, kinh doanh",
8636,"nghi duong, xay dung",
8639,"cong ty, mo vp, o, kinh doanh",
8640,"ban lai, lam van phong",
8645,"cho thue, dau tu, o, vp cong ty",
8647,"lam cong ty, spa, kd, ngan hang thue, tham my, o",
8664,"nghi duong, khach san, dau tu, cho thue, homestay",
8667,"xay dung cao oc, nghi duong, cho thue",
8674,"sieu thi, cty, salon, vp, kinh doanh",
8675,"showroom, cho thue, o",
8679,"van phong, cho thue, ngan hang, kinh doanh",
8686,"spa, toa nha, kinh doanh",
8687,"xay lai, cho thue",
